PoseX_m;PoseY_m;PosePhi_rad;IndiceWaypoint;WP_X_m;WP_Y_m;DistWaypoint_m;ErrorAngular_rad;EstadoArbitro;timestamp_s
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;73.504
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;73.632
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;73.76
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;73.888
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;74.016
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;74.144
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;74.272
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;74.4
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;74.528
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;74.656
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;74.784
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;74.912
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;75.04
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;75.168
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;75.296
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;75.424
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;75.552
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;75.68
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;75.808
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;75.936
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;76.064
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;76.192
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;76.32
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;76.448
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;76.576
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;76.704
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;76.832
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;76.96
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;77.088
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;77.216
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;77.344
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;77.472
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;77.6
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;77.728
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;77.856
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;77.984
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;78.112
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;78.24
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;78.368
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;78.496
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;78.624
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;78.752
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;78.88
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;79.008
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;79.136
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;79.264
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;79.392
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;79.52
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;79.648
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;79.776
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;79.904
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;80.032
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;80.16
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;80.288
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;80.416
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;80.544
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;80.672
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;80.8
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;80.928
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;81.056
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;81.184
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;81.312
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;81.44
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;81.568
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;81.696
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;81.824
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;81.952
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;82.08
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;82.208
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;82.336
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;82.464
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;82.592
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;82.72
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;82.848
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;82.976
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;83.104
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;83.232
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;83.36
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;83.488
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;83.616
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;83.744
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;83.872
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;84.0
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;84.128
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;84.256
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;84.384
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;84.512
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;84.64
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;84.768
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;84.896
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;85.024
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;85.152
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;85.28
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;85.408
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;85.536
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;85.664
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;85.792
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;85.92
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;86.048
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;86.176
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;86.304
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;86.432
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;86.56
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;86.688
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;86.816
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;86.944
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;87.072
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;87.2
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;87.328
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;87.456
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;87.584
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;87.712
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;87.84
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;87.968
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;88.096
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;88.224
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;88.352
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;88.48
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;88.608
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;88.736
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;88.864
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;88.992
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;89.12
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;89.248
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;89.376
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;89.504
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;89.632
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;89.76
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;89.888
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;90.016
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;90.144
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;90.272
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;90.4
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;90.528
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;90.656
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;90.784
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;90.912
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;91.04
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;91.168
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;91.296
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;91.424
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;91.552
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;91.68
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;91.808
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;91.936
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;92.064
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;92.192
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;92.32
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;92.448
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;92.576
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;92.704
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;92.832
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;92.96
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;93.088
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;93.216
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;93.344
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;93.472
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;93.6
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;93.728
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;93.856
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;93.984
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;94.112
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;94.24
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;94.368
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;94.496
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;94.624
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;94.752
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;94.88
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;95.008
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;95.136
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;95.264
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;95.392
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;95.52
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;95.648
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;95.776
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;95.904
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;96.032
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;96.16
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;96.288
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;96.416
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;96.544
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;96.672
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;96.8
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;96.928
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;97.056
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;97.184
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;97.312
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;97.44
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;97.568
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;97.696
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;97.824
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;97.952
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;98.08
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;98.208
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;98.336
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;98.464
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;98.592
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;98.72
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;98.848
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;98.976
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;99.104
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;99.232
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;99.36
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;99.488
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;99.616
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;99.744
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;99.872
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;100.0
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;100.128
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;100.256
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;100.384
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;100.512
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;100.64
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;100.768
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;100.896
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;101.024
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;101.152
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;101.28
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;101.408
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;101.536
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;101.664
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;101.792
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;101.92
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;102.048
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;102.176
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;102.304
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;102.432
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;102.56
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;102.688
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;102.816
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;102.944
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;103.072
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;103.2
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;103.328
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;103.456
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;103.584
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;103.712
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;103.84
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;103.968
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;104.096
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;104.224
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;104.352
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;104.48
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;104.608
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;104.736
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;104.864
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;104.992
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;105.12
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;105.248
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;105.376
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;105.504
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;105.632
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;105.76
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;105.888
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;106.016
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;106.144
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;106.272
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;106.4
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;106.528
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;106.656
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;106.784
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;106.912
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;107.04
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;107.168
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;107.296
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;107.424
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;107.552
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;107.68
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;107.808
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;107.936
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;108.064
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;108.192
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;108.32
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;108.448
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;108.576
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;108.704
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;108.832
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;108.96
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;109.088
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;109.216
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;109.344
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;109.472
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;109.6
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;109.728
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;109.856
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;109.984
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;110.112
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;110.24
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;110.368
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;110.496
0.4173;0.414441;0.827486;1;0.45;0.45;0.048308;-0.000228;meta;110.624
